client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
739a97d67e1ece18df6aa473cef1f24c540c1a95be7ae90bfcae20901f7a8bbf3dc6377aaa32d709eaea8fc125ddadf935b5e245e24e7be86a551115b48f6044	common_voice_am_37805835.mp3	83d7c789ba0051ffafe999d6b6ea8ead1415dbc634a2c386205921684922114a	ከሊጉ እንደማይወርዱ ይሰማኛል።		2	0					am	
9184178a5f85b20853c1a13276e76b4cf9a71527c50ff86c5670d7464514e0b0d719adc64953918be44c6110e7c75b0f339f5c854791bba0ee904e329777eaf6	common_voice_am_40192185.mp3	7c75a331cb01adf16fd95f65286d9e7f65d77d507d09123e47d2d259f95a9b13	እረኛውም እያዳመጠ ነበር፡፡		2	0					am	
aeb4f797c789d539f46cbc027332de76a26477cf7cef65a055e8eb9b59e3fc88f94f4e56045d2c61e425004a7e65d46169c2bee44619686a55f5e945d5649f67	common_voice_am_38670137.mp3	a5ba58651b73b18dc4057ebce80c38e436897a661c97c10aabbb550116d0b379	ጠዋት ጠዋት ከባድ ያልሆነ የሰውነት እንቅስቃሴ ቢያደርጉ ጾመኞች ብሩህ ቀን ማሳለፍ ይችላሉ ይላሉ ቁረይሺ።		2	0					am	
ec99474195b7f9037520b33b706d64867f9be388fb941e55615c604e6bb9e4834b82ef08b7c596ef4ceb8f4fcd77a42714cbd8c7f0b3b28812099ae74848ef95	common_voice_am_39966174.mp3	c49840abaabfb0b92810b55cd75a7795c40f325fbebe8a3a5a71a644eaa0b7c9	መድፈኞቹ ረቡዕ ወደ ኢትሃድ ስለሚሄዱ የዛሬውን ጨዋታ የግድ ማሸነፍ አለባቸው።		2	0					am	
ec99474195b7f9037520b33b706d64867f9be388fb941e55615c604e6bb9e4834b82ef08b7c596ef4ceb8f4fcd77a42714cbd8c7f0b3b28812099ae74848ef95	common_voice_am_39966175.mp3	a14e592831e05bbff992eac3e521c8b20508c3b330488b2a079c31b9ce2de5bb	ሩሲያ ጋዜጠኛው ለአሜሪካ መንግስት ሚስጥራዊ የመከላከያ መረጃዎችን ለማግኘት እየሞከረ ነበር ስትል ወንጅላዋለች።		2	1					am	
32db6c474ba4b8b9946ef2c47baf6e78a30a2e5094c0931f3d76999436deae2a0c8ba1745050420b5a70aafdee06de77166cb65eb631179c96b2510be49cd96e	common_voice_am_39922740.mp3	c10daf80a8b7bb3dfb677e30d54a78bc00da2f5de64e04e548baddb9f4cb2a9d	የታሪክ ተመራማሪዎች በበኩላቸው እናቷ የግብጽ ተወላጅ ወይም ከሌላ የአፍሪካ አገር የመጣች ልትሆን እንደምትችልም አስቀምጠዋል።		2	0	thirties	male_masculine			am	
32db6c474ba4b8b9946ef2c47baf6e78a30a2e5094c0931f3d76999436deae2a0c8ba1745050420b5a70aafdee06de77166cb65eb631179c96b2510be49cd96e	common_voice_am_39922754.mp3	bf683d006f63174dd8b52637143d4e97c1630c95477c30055228d5f78872d852	ነገር ግን በሰሜን ኢትዮጵያ የተካሄደው ጦርነት ሂደቱን አወሳስቦት ቆይቷል።		2	0	thirties	male_masculine			am	
32db6c474ba4b8b9946ef2c47baf6e78a30a2e5094c0931f3d76999436deae2a0c8ba1745050420b5a70aafdee06de77166cb65eb631179c96b2510be49cd96e	common_voice_am_39922761.mp3	c018719b693a0f69ea7a58b467d1bc935056d098b363b0c241bd622647f95e05	ይህንን ችግር ከፈታህልን የፈለከውን ሁሉ እናደርግልሃለን አሉት፡፡		2	0	thirties	male_masculine			am	
7d750bd24daa997afe6885a993a09c82683a8b4818878159c63d561fc91fea76e7e004551d7f41bc8b37683a6239d8b359266fcbc7958f3a10842abcbb8c178a	common_voice_am_39906863.mp3	b8aadc44eefa3c7d3179602cf5911fc55876f0bce4f09c6164224558140b8013	ይህ ግጭት ለሌሎችም ዕድል ሊፈጥር ይችላል።		2	0					am	
7d750bd24daa997afe6885a993a09c82683a8b4818878159c63d561fc91fea76e7e004551d7f41bc8b37683a6239d8b359266fcbc7958f3a10842abcbb8c178a	common_voice_am_39906865.mp3	c83bf9f1faf5966e8f973941137ca89900c6e428c19ea0bd806eab9bd7204c8b	በጅማ ዩኒቨርሰቲ ሆስፒታልና በአዲስ አበባ አለርት ኮምፕሬሲቭ ስፔሻላይዝድ ሆስፒታል እየተሰጠ ይገኛል።		2	0					am	
7d750bd24daa997afe6885a993a09c82683a8b4818878159c63d561fc91fea76e7e004551d7f41bc8b37683a6239d8b359266fcbc7958f3a10842abcbb8c178a	common_voice_am_39906908.mp3	cf6155e99c5d4145bd9d5395d3992a450c8a221b87d261ac0f0f999a2bebcb19	ፔንታጎን በጉዳዩ ላይ ምንም አይነት ዝርዝር መረጃ አልሰጠም።		2	0					am	
7d750bd24daa997afe6885a993a09c82683a8b4818878159c63d561fc91fea76e7e004551d7f41bc8b37683a6239d8b359266fcbc7958f3a10842abcbb8c178a	common_voice_am_39906909.mp3	c09b08545fbde9887eb7b6b561ae6f572f83a3666edc60796f263ed4e1b88167	ሄለና ካሶንጎ ስለ ሦስት ዓመት ሴት ልጇ ስታወራ ፊቷ ይበራል ፈገግታዋም ያላትን ጥልቅ ፍቅር ያሳያል።		2	0					am	
3e8d218952c5acaec2972034458683783bc026b2448ba06a76bafb130651eef603cd8a86f43b4be8548179f6a69a68b0a7feb1d4b9ad8bdb86da964273a32fad	common_voice_am_39362347.mp3	98020f5f051e00da512e20f92a5d358b625094111b6f00d82053f5d8f72cbc0f	የውጭ አገራት ዜጎች ከካርቱም ሊወጡ ነው።		2	0					am	
3e8d218952c5acaec2972034458683783bc026b2448ba06a76bafb130651eef603cd8a86f43b4be8548179f6a69a68b0a7feb1d4b9ad8bdb86da964273a32fad	common_voice_am_39362351.mp3	9b17c63633415cb634164384ed89b61bf1b4dff765975c72d518359da0b44f5b	ከትግራይ የመጣሁት ሰላም እና ፍቅር ብቻ ይዤ ነው		2	0					am	
3e8d218952c5acaec2972034458683783bc026b2448ba06a76bafb130651eef603cd8a86f43b4be8548179f6a69a68b0a7feb1d4b9ad8bdb86da964273a32fad	common_voice_am_39362368.mp3	2cedab1ba325443882dc0cf9d3a900cd4ad88046ad5c57d94c5f43c30c30db72	በግብፅ በኩል ፕሬዝዳንት አብዱልፈታህ አልሲሲ እንዲሁም የቀድሞው የሱዳን ፕሬዝደንት ኦማር አልበሽር ነበሩ።		2	0					am	
3e8d218952c5acaec2972034458683783bc026b2448ba06a76bafb130651eef603cd8a86f43b4be8548179f6a69a68b0a7feb1d4b9ad8bdb86da964273a32fad	common_voice_am_39362370.mp3	876fd9dadac6db255fc2c04f99a9eeeb3d020a6c728027b66c2bee641d31dced	በዚህም የተሰቀሉት ሰዎች የእግራቸውን ጡንቻ ተጠቅመው መተንፈስ ስለማይችሉ ሞታቸው ይፋጠናል ይላሉ ፕሮፌሰር ፔሬዝ።		2	0					am	
3e8d218952c5acaec2972034458683783bc026b2448ba06a76bafb130651eef603cd8a86f43b4be8548179f6a69a68b0a7feb1d4b9ad8bdb86da964273a32fad	common_voice_am_39362372.mp3	9fa298b32866f02ff786feb31a3d252594e567e52e1afb79116d03d9b4d0269b	ተከታዮቹም በተነገራቸው መሠረት የተባሉትን ካደረጉ በኋላ በረሃብ ሕይወታቸው አልፏል።		2	0					am	
70f8ae9b34b6dde8343efb328cf0ec3fef99cec7296bbcdea513728e12847e9169d26455f135c5e18964d4c1036ed4d28d4fdd9ffaf4d93169aaec74da6ed237	common_voice_am_37897073.mp3	9bc31b92a9c616d8e7912a0840e18d96799d990ba321717daf950a75b302d594	በሁለት ግብ ልዩነት እየመራ ሁለቱንም ጨዋታ አቻ መለያየቱ በተጫዋቾቹ እና በአሰልጣኙ ላይ ጫና የሚያበረታ ነው።		2	0					am	
