client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
aa486d252354c99ffdfb39710151cac2cfa36fcf36b042ec32b5bf8d68bd00a067d2875d032e47730c1f3b73765f42240bfc96676151230c8eec2e941342978f	common_voice_am_37761292.mp3	08ee91955b23185c5e7908dd5169dab180028c13ec7eafb1299af0b2d2fe86ff	ጎን ለጎን እንዴት ጤነኛ ሆነን ረዥም ዓመት መኖር እንችላለን የሚለውም ይነሳል።		2	1	thirties	male_masculine			am	
aa486d252354c99ffdfb39710151cac2cfa36fcf36b042ec32b5bf8d68bd00a067d2875d032e47730c1f3b73765f42240bfc96676151230c8eec2e941342978f	common_voice_am_37761293.mp3	320fb1055e486f2427c9ccdb8069e62c28ef7207ec0418a0f77df102facd68b4	እነዚህ የአገዳደል ዘዴዎች በመስቀል ላይ ከሚፈጸም ስቅላት ጋር ተመሳሳይም ሆነው ተገኝተዋል ብለዋል።		2	1	thirties	male_masculine			am	
aa486d252354c99ffdfb39710151cac2cfa36fcf36b042ec32b5bf8d68bd00a067d2875d032e47730c1f3b73765f42240bfc96676151230c8eec2e941342978f	common_voice_am_37761294.mp3	0d346a79ecf2a9c467fd50b14f7cbfa344db91985aae50368c754e0dbf33f396	ከተፈጠረበት ጊዜ ጀምሮ ለአራት ቢሊዮን ዓመታት የኖሩ የጠፈር አካላት ናቸው፡፡		2	0	thirties	male_masculine			am	
aa486d252354c99ffdfb39710151cac2cfa36fcf36b042ec32b5bf8d68bd00a067d2875d032e47730c1f3b73765f42240bfc96676151230c8eec2e941342978f	common_voice_am_37761295.mp3	341ad67f01d22bed1c0840fcee9a9d1f4786a13a3c0cd8c198a9b710f0ff8c11	ሄምቲ በመጨረሻም የጃንጃዊድ ተከታይ ተብሎ ሊገለጽ የሚችለው የፈጥኖ ደራሽ ኃይሎች አዛዥም ሆኑ።		2	0	thirties	male_masculine			am	
aa486d252354c99ffdfb39710151cac2cfa36fcf36b042ec32b5bf8d68bd00a067d2875d032e47730c1f3b73765f42240bfc96676151230c8eec2e941342978f	common_voice_am_37761298.mp3	1699f096307152fd680599d6e6b03081d2175949d11ee249686c3f9473007da2	ሌሎች ደግሞ ከመዲናዋ ካርቱም እየሸሹ ወደ ሌሎች ግዛቶች ሄደዋል።		2	0	thirties	male_masculine			am	
aa486d252354c99ffdfb39710151cac2cfa36fcf36b042ec32b5bf8d68bd00a067d2875d032e47730c1f3b73765f42240bfc96676151230c8eec2e941342978f	common_voice_am_37761312.mp3	3305486d762fa3b43c176f1801133d2d8ef7285de5376146ae39fc929002235c	የዩክሬን ባለሥልጣናት መሪውና ተከታዮቻቸውን ከገዳሙ ለማስወጣት ጥረት ሲያደርጉ ቆይተዋል።		2	0	thirties	male_masculine			am	
aa486d252354c99ffdfb39710151cac2cfa36fcf36b042ec32b5bf8d68bd00a067d2875d032e47730c1f3b73765f42240bfc96676151230c8eec2e941342978f	common_voice_am_37761313.mp3	22ed632e1519ad067e5b8c0034fdaf7815b772ccd59b4f60d24f966c24b26a0d	ልብ ልትሉ የሚገባው የሚቀርቡ ምግቦችን በሙሉ መብላት እንደሌለባችሁ ነው ይላሉ ባለሙያዎቹ።		2	0	thirties	male_masculine			am	
aa486d252354c99ffdfb39710151cac2cfa36fcf36b042ec32b5bf8d68bd00a067d2875d032e47730c1f3b73765f42240bfc96676151230c8eec2e941342978f	common_voice_am_37761314.mp3	07adec7fc9ca5ec02f246c0644d648c18a46ee9885039b82f0aedd231ecf703d	ጭነቱን ያጓጓዘው አየር መንገድ ጭነቱ ከየት እንደመጣና መድረሻው የት እንደሆነም ባለስልጣናቱ ለመናገር ፈቃደኛ አልሆኑም።		2	0	thirties	male_masculine			am	
aa486d252354c99ffdfb39710151cac2cfa36fcf36b042ec32b5bf8d68bd00a067d2875d032e47730c1f3b73765f42240bfc96676151230c8eec2e941342978f	common_voice_am_37761316.mp3	2aa921760b628c02a40138ed8733c3f67aa9d6966030afdee03129f9e485731f	ነገር ግን ድካሙ የሚጠፋው በቂ ጉልበት ሰጪ ምግብ እና ፕሮቲን በማግኘት ነው።		2	0	thirties	male_masculine			am	
aa486d252354c99ffdfb39710151cac2cfa36fcf36b042ec32b5bf8d68bd00a067d2875d032e47730c1f3b73765f42240bfc96676151230c8eec2e941342978f	common_voice_am_37767912.mp3	21fb157326374b99825325fa716598007d189beec57810f3adadc84f83df41c2	የሞራሌስን አገር መልቀቅ ተከትሎ ጄኒን ጊዝያዊ ፕሬዝዳንት ሆነው ተሾሙ።		2	0					am	
